freq,unit,hhtyp,geo\TIME_PERIOD	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,PC_HH,A_GE3_DCH,LV	: 	: 	21.24 	45.17 	67.18 	80.74 	74.01 	82.14 	81.87 	87.73 	92.96 	93.83 	94.16 	95.97 	94.49 b	95.43 	97.43 	96.70 	98.49 	99.06 	99.29 	99.77 	: 
A,PC_HH,A_GE3_DCH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71.79 	: 	: 	: 	: 	87.28 	92.31 	94.25 	93.11 	97.49 	95.35 	96.28 	97.38 
A,PC_HH,A_GE3_DCH,MK	: 	: 	11.63 	: 	16.42 	: 	31.20 	45.84 	56.49 	: 	69.40 	79.31 	87.16 	87.11 	88.55 	89.91 	95.80 	96.82 	97.32 	98.41 	: 	: 	98.10 
A,PC_HH,A_GE3_DCH,MT	: 	: 	: 	59.97 	50.37 	80.03 	88.92 	94.17 	94.76 	96.03 	97.63 	95.00 	99.17 	94.20 	96.97 	98.18 	96.33 	95.06 	96.35 	97.12 	100.00 	100.00 	100.00 
A,PC_HH,A_GE3_DCH,NL	: 	: 	: 	96.08 	97.98 	97.12 	98.10 	99.33 	99.50 	100.00 	98.60 	99.73 	98.96 	99.15 	98.90 	99.88 	99.44 	99.07 	99.47 	99.86 	98.97 	99.67 	100.00 
A,PC_HH,A_GE3_DCH,NO	: 	91.46 	93.84 	99.16 	97.13 	100.00 	98.86 	100.00 	98.64 	99.23 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	98.79 	100.00 	99.33 	100.00 	100.00 	99.18 
A,PC_HH,A_GE3_DCH,PL	: 	: 	30.00 	36.94 	46.26 	51.89 	58.93 	75.71 	82.23 	88.14 	90.54 	92.29 	94.58 	95.74 	97.04 	98.92 	99.41 	99.28 	99.70 	100.00 	99.97 	99.90 	100.00 
A,PC_HH,A_GE3_DCH,PT	: 	27.49 	33.47 	48.85 	46.11 	55.22 	69.77 	75.12 	81.97 	85.17 	88.45 	85.86 	88.48 	92.04 	95.38 	96.38 	95.76 	97.02 	98.05 	97.48 	98.38 	97.63 	98.60 
A,PC_HH,A_GE3_DCH,RO	: 	: 	: 	: 	17.63 	25.90 	35.35 	45.78 	47.94 	58.86 	61.45 	66.29 	70.08 b	78.74 	83.33 	90.30 	93.46 	95.75 	96.70 	97.86 	98.71 	98.78 	99.00 
A,PC_HH,A_GE3_DCH,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86.57 	: 	89.99 	85.07 	93.99 	94.26 	93.40 	97.74 	99.22 	96.58 
A,PC_HH,A_GE3_DCH,SE	: 	: 	: 	93.15 	94.35 	95.19 	97.69 	99.23 	97.82 	100.00 	99.01 	100.00 	99.64 	98.56 	96.45 b	98.33 	96.31 	100.00 	99.23 	95.31 	97.57 	97.22 	95.82 
A,PC_HH,A_GE3_DCH,SI	: 	: 	64.81 	66.21 	76.52 	81.20 	84.74 	89.11 	92.92 	93.57 	97.50 	97.24 	97.16 	96.27 	97.66 	97.79 	99.52 	97.52 	99.75 	100.00 	100.00 	99.42 	100.00 
A,PC_HH,A_GE3_DCH,SK	: 	: 	32.29 	33.02 	36.82 	64.05 	77.06 	80.62 	88.43 	89.76 	92.97 	94.33 	96.06 	95.54 	96.08 	97.06 	91.88 	94.83 	93.03 	97.68 	99.35 	98.18 	97.06 
A,PC_HH,A_GE3_DCH,TR	: 	: 	7.57 	: 	: 	20.03 	25.59 	28.56 	41.65 	: 	45.62 	48.58 	: 	: 	: 	: 	: 	: 	97.47 	98.79 	99.46 	99.88 	99.90 
A,PC_HH,A_GE3_DCH,UK	66.03 	69.93 	75.73 	64.67 	86.93 	80.90 	92.16 	88.79 	99.20 	97.78 	97.83 	91.36 	97.13 	99.25 	98.25 	96.36 	100.00 	100.00 	100.00 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.95 	95.21 	95.21 	98.16 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,AT	: 	: 	: 	: 	: 	: 	58.40 	48.15 	: 	53.36 	61.77 	63.96 	61.74 	73.32 	76.40 	82.09 	79.45 	83.59 	83.21 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,BE	: 	: 	: 	: 	: u	: u	41.49 	39.51 	47.01 	52.13 	50.31 	55.70 	58.82 	59.73 	61.76 	66.94 	68.43 	71.01 	80.54 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,BG	: 	: 	: 	: 	: 	: 	7.06 	3.44 	6.38 	12.67 	15.95 	13.99 	14.53 	17.47 	29.01 	25.71 	29.30 	32.52 	37.02 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,CY	: 	: 	: 	: 	: 	: 	11.39 	16.58 	20.86 	26.78 	35.14 	39.39 	44.63 	50.40 	52.54 	56.75 	62.94 	70.52 	77.58 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,CZ	: 	: 	: 	: 	: 	: 	12.79 	17.22 	25.24 	31.35 	33.87 	38.13 	42.81 	46.15 	51.93 	55.23 b	59.33 	63.85 	63.17 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,DE	: 	: 	: 	: 	41.71 	46.84 	52.99 	57.11 	: 	66.85 	69.57 	74.28 	75.99 	77.32 	79.75 	82.15 	85.12 	85.15 	87.57 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,DK	: 	: 	: 	: 	61.83 	56.02 	53.94 	83.41 	91.30 	89.14 	98.05 	78.50 	85.12 	: u	87.10 	91.94 	85.77 	89.46 	90.01 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EA	: 	: 	: 	: 	: 	: 	38.86 	40.50 	: 	51.84 	56.07 	59.04 	64.78 	66.81 	71.20 	74.03 	77.60 	79.90 	82.63 e	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EE	: 	: 	: 	: 	: 	: 	22.85 	29.88 	39.12 	42.73 	43.39 	50.86 	58.84 b	69.59 	63.11 	69.84 	75.34 	73.73 	70.05 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EL	: 	: 	: 	: 	: 	: 	3.95 	11.26 	20.50 	25.39 	27.62 	37.19 	46.25 	51.31 	51.94 	53.35 	56.55 	60.62 	57.19 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,ES	: 	: 	: 	: 	: 	: 	19.47 	21.38 	28.94 	34.08 	39.57 	40.34 	47.48 	53.01 	56.42 	63.34 	68.47 	77.94 	85.87 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EU15	: 	: 	: 	: 	: 	: 	43.24 	42.88 	: 	53.83 	57.96 	60.23 	66.32 	68.51 	73.71 	75.99 	79.30 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EU25	: 	: 	: 	: 	: 	: 	38.16 	38.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EU27_2007	: 	: 	: 	: 	: 	: 	36.24 	37.04 	: 	47.11 	51.78 	55.20 	59.73 	61.97 	67.12 	70.04 	73.78 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EU27_2020	: 	: 	: 	: 	: 	: 	32.71 	36.80 	35.16 	47.11 	51.78 	55.20 	59.73 	61.80 	67.06 	69.98 	73.74 	76.54 	79.25 e	: 	: 	: 	: 
A,PC_HH,HHI_Q1,EU28	: 	: 	: 	: 	: 	: 	36.01 	36.80 	: 	47.11 	51.78 	55.20 	59.73 	61.80 	67.06 	69.98 	73.74 	76.54 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,FI	: 	: 	: 	: 	41.46 	46.46 	48.65 	59.39 	65.11 	67.35 	70.53 	72.03 	71.58 	74.68 	79.81 	86.90 	85.52 	84.80 	90.25 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,FR	: 	: 	: 	: 	24.12 	: 	: 	: 	: 	: 	: 	63.69 	65.59 	63.69 	72.07 	71.01 	75.82 	78.03 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,HR	: 	: 	: 	: 	: 	6.35 	11.92 	17.03 	: 	: 	: 	: 	: 	45.71 	62.87 	65.63 	70.10 	65.41 	70.71 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,HU	: 	: 	: 	16.23 	9.00 	12.32 	16.31 	23.20 	25.55 	30.29 	30.32 	35.08 	38.54 	39.29 	41.24 	45.41 	44.71 	45.49 	60.69 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.79 	: 	79.58 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,IS	: 	: 	: 	68.20 	50.28 	56.27 	67.20 	71.13 	70.85 	86.87 	89.23 	92.22 	91.82 	: 	: 	94.91 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,IT	: 	: 	: 	: 	: 	: 	: u	: u	: u	33.26 	38.10 	42.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,LT	: 	: 	: 	2.28 	8.64 	10.13 	15.65 	25.72 	29.41 	23.69 	23.46 	25.09 	29.46 	35.06 	45.27 	46.46 	48.60 	58.31 	56.46 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,LU	: 	: 	: 	: 	41.54 	50.59 	53.31 	72.48 	70.35 	74.22 	81.51 	90.14 	88.80 	92.29 	92.61 	94.13 	86.29 b	91.74 	88.82 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,LV	: 	: 	: 	3.26 	9.22 	9.97 	13.58 	27.55 	26.75 	29.90 	37.89 	38.75 	49.44 	51.14 	52.23 b	43.31 b	48.69 	60.11 	76.56 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,MK	: 	: 	: 	: 	: 	: 	: 	12.39 	16.51 	: 	26.82 	24.32 	47.03 	45.57 	49.71 	45.41 	57.98 	63.97 	60.56 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,MT	: 	: 	: 	12.90 	54.26 	18.83 	30.97 	36.36 	40.02 	48.53 	46.90 	55.00 	53.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,NL	: 	: 	: 	: 	: 	67.23 	70.46 	76.76 	79.14 	84.41 	86.76 	87.02 	88.96 	93.13 	94.64 	96.22 	96.89 	96.34 	92.86 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,NO	: 	: 	: 	38.06 	46.01 	60.87 	70.24 	70.08 	80.39 	83.60 	84.40 	89.65 	86.85 	93.53 	95.66 	92.27 	93.53 	96.42 	91.82 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,PL	: 	: 	: 	11.32 	16.55 	13.80 	16.91 	25.03 	28.27 	30.99 	37.81 	45.13 	46.65 	48.80 	55.92 	53.64 	59.94 	63.65 	74.48 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,PT	: 	: 	: 	: 	: 	: 	10.20 	15.14 	21.53 	22.72 	27.67 	32.78 	36.29 	42.70 	45.46 	47.53 	55.17 	57.82 	63.34 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,RO	: 	: 	: 	: 	: 	: 	3.29 	5.89 	11.91 	16.41 	15.71 	21.53 	28.69 b	27.27 	37.93 	43.85 	46.41 	59.52 	66.47 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,SE	: 	: 	: 	: 	59.11 	58.13 	66.45 	66.86 	71.09 	74.39 	75.64 	77.66 	71.39 	: u	88.45 b	89.69 	88.45 	92.22 	83.90 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,SI	: 	: 	: 	: u	18.28 	25.52 	23.17 	31.09 	28.72 	40.73 	36.84 	40.58 	44.97 	44.32 	45.86 	51.83 	62.70 	70.11 	73.79 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,SK	: 	: 	: 	11.35 	4.61 	17.07 	22.34 	22.87 	24.39 	39.97 	44.39 	48.73 	44.45 	49.15 	54.64 b	66.07 	62.49 	68.19 	81.46 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,UK	: 	: 	: 	: 	: 	: 	55.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q1,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.49 	86.92 	90.39 	94.58 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,AT	: 	: 	: 	: 	: 	: 	58.97 	61.42 	: 	68.38 	72.88 	74.76 	79.98 	75.46 	78.20 	86.78 	86.40 	87.42 	85.31 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,BE	: 	: 	: 	: 	: u	: u	53.22 	59.04 	64.59 	67.05 	69.92 	69.06 	74.60 	74.13 	77.04 	76.98 	77.05 	80.90 	78.74 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,BG	: 	: 	: 	: 	: 	: 	9.05 	11.33 	15.98 	36.56 	36.45 	37.66 	42.76 	47.76 	60.01 	59.20 	70.44 	67.12 	79.92 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,CY	: 	: 	: 	: 	: 	: 	38.34 	50.45 	51.72 	62.09 	68.74 	74.32 	82.16 	78.98 	85.12 	83.31 	88.43 	94.75 	93.91 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,CZ	: 	: 	: 	: 	: 	: 	26.95 	42.00 	44.32 	49.12 	55.90 	54.40 	61.92 	61.37 	63.72 	74.82 b	82.49 	81.65 	85.62 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,DE	: 	: 	: 	: 	56.58 	60.59 	63.69 	71.24 	: 	79.99 	82.26 	83.93 	86.83 	87.55 	90.57 	93.63 	94.94 	95.46 	96.50 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,DK	: 	: 	: 	: 	75.82 	74.16 	69.36 	74.13 	74.60 	82.72 	87.19 	93.70 	89.38 	: u	93.96 	95.29 	88.10 	94.77 	92.43 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EA	: 	: 	: 	: 	: 	: 	51.00 	58.83 	: 	67.96 	70.74 	73.55 	78.91 	80.32 	83.06 	85.24 	87.41 	90.05 	91.28 e	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EE	: 	: 	: 	: 	: 	: 	60.45 	59.56 	67.48 	70.92 	70.24 	78.11 	81.99 b	86.25 	86.70 	89.19 	92.36 	91.91 	93.64 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EL	: 	: 	: 	: 	: 	: 	14.88 	23.34 	38.09 	40.44 	54.60 	63.58 	65.12 	64.49 	63.30 	60.63 	69.31 	73.29 	73.15 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,ES	: 	: 	: 	: 	: 	: 	47.39 	52.79 	56.97 	64.74 	70.76 	68.47 	73.74 	78.12 	81.11 	81.43 	84.72 	90.49 	95.30 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EU15	: 	: 	: 	: 	: 	: 	52.55 	60.54 	: 	68.92 	71.72 	74.34 	79.67 	80.94 	83.93 	86.28 	88.02 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EU25	: 	: 	: 	: 	: 	: 	49.86 	57.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EU27_2007	: 	: 	: 	: 	: 	: 	47.58 	54.87 	: 	65.07 	68.01 	71.07 	75.65 	77.33 	81.45 	83.67 	86.07 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EU27_2020	: 	: 	: 	: 	: 	: 	47.03 	54.80 	55.11 	65.07 	68.01 	71.07 	75.65 	77.40 	81.45 	83.66 	86.09 	88.64 	90.74 e	: 	: 	: 	: 
A,PC_HH,HHI_Q2,EU28	: 	: 	: 	: 	: 	: 	47.47 	54.80 	: 	65.07 	68.01 	71.07 	75.65 	77.40 	81.45 	83.66 	86.09 	88.64 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,FI	: 	: 	: 	: 	47.14 	63.13 	64.57 	80.88 	84.92 	86.69 	85.90 	87.53 	89.46 	93.12 	93.01 	94.95 	95.38 	96.03 	97.91 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,FR	: 	: 	: 	: 	34.08 	: 	: 	: 	: 	: 	: 	76.23 	76.58 	77.87 	82.08 	81.98 	85.13 	88.21 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,HR	: 	: 	: 	: 	: 	20.72 	33.92 	47.30 	: 	: 	: 	: 	: 	84.88 	81.83 	82.86 	89.42 	86.13 	92.44 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,HU	: 	: 	: 	8.46 	25.04 	28.12 	38.00 	45.56 	50.17 	54.39 	58.42 	60.05 	62.72 	63.08 	63.20 	66.74 	63.82 	65.11 	86.30 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.44 	: 	93.88 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,IS	: 	: 	: 	91.43 	72.72 	83.75 	86.22 	87.29 	91.51 	98.50 	97.89 	98.81 	97.32 	: 	: 	99.38 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,IT	: 	: 	: 	: 	: 	: 	: u	: u	: u	50.98 	52.87 	60.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,LT	: 	: 	: 	6.49 	22.97 	27.97 	30.52 	42.04 	55.92 	51.32 	51.07 	52.85 	51.92 	66.59 	69.16 	70.40 	75.49 	78.51 	81.80 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,LU	: 	: 	: 	: 	59.00 	70.32 	76.43 	75.83 	85.19 	84.70 	96.18 	94.76 	95.49 	97.21 	97.78 	99.08 	94.42 b	95.95 	93.97 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,LV	: 	: 	: 	18.43 	26.14 	34.19 	38.40 	46.82 	49.49 	57.00 	60.85 	65.45 	78.75 	77.49 	76.78 b	79.59 b	83.25 	87.05 	89.85 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,MK	: 	: 	: 	: 	: 	: 	: 	34.21 	35.10 	: 	48.25 	60.17 	54.20 	67.69 	72.47 	75.99 	80.57 	81.30 	82.37 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,MT	: 	: 	: 	41.61 	56.38 	52.51 	58.68 	66.38 	77.88 	80.64 	78.05 	75.83 	77.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,NL	: 	: 	: 	: 	: 	78.22 	82.60 	88.63 	89.88 	94.05 	96.49 	90.04 	93.81 	93.31 	94.29 	97.25 	96.86 	98.13 	96.78 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,NO	: 	: 	: 	54.08 	53.82 	68.41 	87.72 	92.71 	95.35 	93.90 	97.89 	95.74 	93.89 	98.56 	97.59 	98.92 	95.63 	99.80 	98.06 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,PL	: 	: 	: 	22.32 	27.97 	27.61 	35.61 	50.60 	61.66 	61.98 	66.81 	68.23 	72.34 	74.61 	80.43 	84.42 	85.73 	87.32 	91.93 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,PT	: 	: 	: 	: 	: 	: 	30.01 	25.87 	33.51 	44.73 	48.95 	51.59 	49.91 	56.45 	66.55 	70.79 	74.99 	74.24 	81.52 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,RO	: 	: 	: 	: 	: 	: 	11.20 	15.76 	26.75 	32.14 	36.58 	41.26 	46.32 b	57.38 	62.82 	68.94 	72.26 	76.65 	81.52 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,SE	: 	: 	: 	: 	76.77 	80.11 	83.15 	86.39 	89.11 	88.32 	90.15 	91.98 	90.26 	: u	95.10 b	96.63 	98.50 	97.34 	98.02 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,SI	: 	: 	: 	34.05 	43.07 	50.72 	39.18 	48.94 	56.57 	70.02 	67.85 	73.78 	69.00 	74.94 	75.82 	78.42 	89.59 	88.63 	91.02 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,SK	: 	: 	: 	29.48 	17.24 	36.41 	54.08 	55.61 	63.38 	77.49 	79.90 	78.74 	79.64 	80.31 	80.41 b	74.44 	83.80 	75.26 	80.08 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,UK	: 	: 	: 	: 	: 	: 	51.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q2,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89.52 	91.38 	94.62 	95.03 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,AT	: 	: 	: 	: 	: 	: 	72.43 	78.20 	: 	84.70 	87.06 	88.18 	85.93 	86.93 	87.57 	89.48 	93.53 	92.89 	91.81 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,BE	: 	: 	: 	: 	: u	: u	77.07 	80.92 	85.18 	86.73 	86.85 	89.31 	90.39 	88.05 	92.07 	91.28 	92.54 	94.03 	95.48 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,BG	: 	: 	: 	: 	: 	: 	33.31 	32.82 	40.59 	56.37 	72.65 	73.93 	73.53 	82.31 	84.67 	90.31 	94.20 	93.57 	96.20 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,CY	: 	: 	: 	: 	: 	: 	59.03 	72.34 	76.25 	81.87 	83.94 	90.04 	93.24 	93.46 	93.50 	95.10 	97.13 	98.91 	98.06 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,CZ	: 	: 	: 	: 	: 	: 	49.48 	72.27 	71.66 	77.31 	85.73 	86.93 	87.56 	87.02 	89.39 	94.11 b	96.76 	97.02 	96.82 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,DE	: 	: 	: 	: 	72.42 	76.96 	80.81 	84.58 	: 	90.04 	92.85 	93.78 	94.89 	94.77 	96.35 	97.45 	98.16 	98.84 	99.20 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,DK	: 	: 	: 	: 	88.20 	91.37 	89.08 	81.62 	85.87 	93.27 	88.01 	98.07 	96.34 	: u	96.56 	99.37 	97.59 	98.18 	98.09 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EA	: 	: 	: 	: 	: 	: 	70.52 	74.80 	: 	82.55 	85.31 	87.66 	91.80 	91.63 	93.18 	94.25 	95.27 	96.45 	96.69 e	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EE	: 	: 	: 	: 	: 	: 	77.29 	79.60 	82.40 	87.42 	88.36 	90.61 	93.19 b	95.82 	96.37 	96.34 	95.75 	97.05 	97.57 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EL	: 	: 	: 	: 	: 	: 	32.58 	39.19 	53.46 	64.40 	83.73 	87.38 	84.87 	86.12 	86.25 	81.38 	86.72 	87.75 	89.82 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,ES	: 	: 	: 	: 	: 	: 	71.21 	73.68 	80.08 	85.66 	87.54 	86.86 	91.13 	92.43 	93.95 	94.43 	95.78 	97.38 	98.97 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EU15	: 	: 	: 	: 	: 	: 	72.35 	75.20 	: 	82.90 	85.41 	87.93 	91.93 	91.72 	93.42 	94.68 	95.70 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EU25	: 	: 	: 	: 	: 	: 	69.92 	74.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EU27_2007	: 	: 	: 	: 	: 	: 	67.20 	71.16 	: 	80.21 	83.46 	86.00 	89.42 	89.78 	91.77 	93.63 	94.74 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EU27_2020	: 	: 	: 	: 	: 	: 	65.80 	70.99 	71.70 	80.21 	83.46 	86.00 	89.42 	89.81 	91.78 	93.63 	94.75 	96.04 	96.57 e	: 	: 	: 	: 
A,PC_HH,HHI_Q3,EU28	: 	: 	: 	: 	: 	: 	67.13 	70.99 	: 	80.21 	83.46 	86.00 	89.42 	89.81 	91.78 	93.63 	94.75 	96.04 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,FI	: 	: 	: 	: 	73.01 	83.80 	87.81 	93.98 	91.83 	95.96 	95.47 	95.13 	97.23 	95.91 	98.00 	99.31 	98.51 	98.63 	99.55 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,FR	: 	: 	: 	: 	44.39 	: 	: 	: 	: 	: 	: 	86.98 	88.82 	88.74 	89.91 	92.57 	93.54 	95.02 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,HR	: 	: 	: 	: 	: 	51.60 	58.05 	58.38 	: 	: 	: 	: 	: 	94.27 	93.06 	94.74 	97.42 	95.79 	97.73 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,HU	: 	: 	: 	19.30 	40.67 	53.50 	58.75 	68.32 	73.26 	74.64 	78.09 	78.72 	80.15 	82.17 	82.44 	80.56 	81.79 	83.26 	95.22 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92.07 	: 	90.55 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,IS	: 	: 	: 	93.92 	93.17 	91.41 	95.37 	95.98 	97.56 	100.00 	100.00 	100.00 	97.92 	: 	: 	98.47 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,IT	: 	: 	: 	: 	: 	: 	: u	: u	: u	69.56 	69.31 	75.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,LT	: 	: 	: 	14.11 	41.91 	57.05 	65.77 	72.34 	79.74 	78.11 	82.02 	81.36 	86.32 	75.75 	91.03 	92.13 	93.05 	95.42 	94.99 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,LU	: 	: 	: 	: 	82.01 	81.60 	88.48 	92.50 	95.33 	92.32 	98.51 	95.59 	97.14 	98.73 	97.63 	98.17 	98.97 b	99.06 	99.31 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,LV	: 	: 	: 	34.37 	49.64 	62.72 	64.53 	61.62 	66.88 	68.43 	75.74 	81.53 	90.98 	91.79 	90.57 b	93.29 b	96.41 	97.16 	94.46 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,MK	: 	: 	: 	: 	: 	: 	: 	57.11 	55.67 	: 	67.47 	82.75 	81.51 	84.68 	87.73 	88.37 	88.88 	91.99 	91.16 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,MT	: 	: 	: 	56.06 	47.41 	67.05 	76.45 	71.03 	94.81 	90.50 	88.59 	87.35 	92.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,NL	: 	: 	: 	: 	: 	91.12 	95.68 	96.33 	96.58 	97.24 	98.48 	97.23 	98.47 	97.09 	97.92 	99.13 	98.14 	98.62 	98.39 	: 	: 	: 	: 
A,PC_HH,HHI_Q3,NO	: 	: 	: 	78.03 	79.84 	82.38 	96.68 	94.98 	96.60 	100.00 	97.52 	98.17 	98.31 	98.46 	97.64 	99.44 	99.22 	98.94 	99.56 	: 	: 	: 	: 
